meeting_id,count,percentage
IS1006d,328,2.7242524916943522
TS3006d,299,2.4833887043189367
IS1003d,288,2.39202657807309
TS3007c,266,2.2093023255813953
TS3005d,260,2.1594684385382057
TS3007d,247,2.0514950166112955
TS3009c,239,1.9850498338870433
TS3009d,233,1.935215946843854
TS3008c,204,1.6943521594684385
ES2009d,190,1.5780730897009967
IS1007d,180,1.495016611295681
ES2015d,176,1.4617940199335548
IS1006c,175,1.4534883720930232
ES2006d,170,1.4119601328903655
IS1006a,164,1.3621262458471761
ES2011d,162,1.345514950166113
IS1006b,156,1.2956810631229236
TS3011d,155,1.287375415282392
ES2008d,152,1.2624584717607974
TS3009a,151,1.2541528239202657
TS3008a,143,1.1877076411960132
TS3005b,140,1.1627906976744187
TS3007a,140,1.1627906976744187
ES2011c,132,1.0963455149501662
TS3006b,131,1.0880398671096347
ES2015a,131,1.0880398671096347
IS1004d,128,1.06312292358804
TS3006a,123,1.021594684385382
TS3006c,122,1.0132890365448506
ES2016d,122,1.0132890365448506
TS3009b,122,1.0132890365448506
ES2014d,117,0.9717607973421928
TS3010c,117,0.9717607973421928
ES2005c,115,0.9551495016611296
TS3005c,113,0.9385382059800664
ES2007c,109,0.9053156146179402
TS3008d,109,0.9053156146179402
IS1003a,106,0.8803986710963454
ES2009c,105,0.872093023255814
IS1004c,105,0.872093023255814
IS1007b,104,0.8637873754152824
ES2011a,101,0.8388704318936877
ES2006a,101,0.8388704318936877
TS3004d,101,0.8388704318936877
TS3003a,100,0.8305647840531563
TS3005a,99,0.8222591362126245
TS3010d,97,0.8056478405315615
TS3003d,97,0.8056478405315615
ES2005d,91,0.7558139534883721
IS1003c,91,0.7558139534883721
ES2013c,90,0.7475083056478405
IS1002d,90,0.7475083056478405
TS3008b,88,0.7308970099667774
IS1005c,84,0.6976744186046512
ES2014a,83,0.6893687707641196
IS1000a,83,0.6893687707641196
ES2007d,82,0.6810631229235881
IS1008d,82,0.6810631229235881
ES2009a,81,0.6727574750830565
IS1007c,80,0.6644518272425249
ES2005b,80,0.6644518272425249
ES2016c,79,0.6561461794019934
IS1001a,79,0.6561461794019934
TS3004a,79,0.6561461794019934
TS3011c,78,0.6478405315614618
ES2010d,75,0.6229235880398671
IS1003b,73,0.606312292358804
TS3011b,72,0.5980066445182725
ES2015c,71,0.5897009966777409
ES2002d,69,0.5730897009966778
IS1000d,66,0.5481727574750831
IS1008c,65,0.5398671096345514
IS1002c,65,0.5398671096345514
ES2003d,63,0.5232558139534884
ES2014c,62,0.5149501661129569
ES2004d,61,0.5066445182724253
ES2007b,60,0.4983388704318937
IS1009d,59,0.49003322259136217
ES2012b,59,0.49003322259136217
TS3010a,58,0.48172757475083056
IB4003,58,0.48172757475083056
ES2006c,57,0.47342192691029905
IS1007a,56,0.46511627906976744
IS1001b,56,0.46511627906976744
ES2012c,55,0.45681063122923593
ES2006b,55,0.45681063122923593
IS1005b,54,0.4485049833887043
TS3012d,54,0.4485049833887043
IS1001c,53,0.4401993355481727
TS3007b,53,0.4401993355481727
TS3011a,52,0.4318936877076412
ES2011b,52,0.4318936877076412
IS1001d,52,0.4318936877076412
ES2008c,51,0.42358803986710963
ES2002a,50,0.41528239202657813
ES2015b,50,0.41528239202657813
ES2004a,49,0.4069767441860465
IS1005a,49,0.4069767441860465
ES2007a,48,0.3986710963455149
ES2016b,47,0.3903654485049834
TS3012a,47,0.3903654485049834
ES2013b,46,0.38205980066445183
TS3004c,46,0.38205980066445183
ES2016a,45,0.37375415282392027
ES2012d,44,0.3654485049833887
IS1009a,43,0.35714285714285715
ES2002c,43,0.35714285714285715
ES2014b,43,0.35714285714285715
TS3004b,42,0.3488372093023256
IS1008b,38,0.31561461794019935
IS1009c,38,0.31561461794019935
IS1000b,37,0.30730897009966773
TS3012c,36,0.29900332225913623
ES2013a,36,0.29900332225913623
IS1004b,35,0.29069767441860467
ES2008b,35,0.29069767441860467
TS3010b,34,0.2823920265780731
ES2008a,33,0.27408637873754155
ES2009b,32,0.26578073089701
ES2010b,31,0.2574750830564784
ES2010a,29,0.24086378737541528
ES2012a,28,0.23255813953488372
ES2013d,27,0.22425249169435216
TS3003c,26,0.2159468438538206
TS3003b,26,0.2159468438538206
ES2010c,26,0.2159468438538206
IS1004a,25,0.20764119601328906
TS3012b,24,0.19933554817275745
ES2004c,22,0.18272425249169436
ES2003c,21,0.1744186046511628
IS1009b,20,0.16611295681063123
ES2004b,19,0.15780730897009967
IS1000c,18,0.14950166112956811
ES2003a,15,0.12458471760797342
IS1008a,14,0.11627906976744186
IS1002b,14,0.11627906976744186
ES2002b,14,0.11627906976744186
ES2003b,8,0.0664451827242525
ES2005a,6,0.04983388704318936
