meeting_id,count,percentage
IS1003d,152,2.667602667602668
IS1006d,131,2.299052299052299
ES2009d,114,2.0007020007020007
ES2011d,108,1.8954018954018954
TS3007c,107,1.8778518778518778
TS3008c,105,1.8427518427518428
ES2015d,101,1.7725517725517725
ES2011c,100,1.755001755001755
ES2006d,100,1.755001755001755
IS1006c,98,1.71990171990172
TS3009c,95,1.6672516672516673
IS1006a,89,1.561951561951562
TS3007d,86,1.5093015093015094
TS3005d,85,1.4917514917514918
ES2008d,84,1.4742014742014742
ES2016d,82,1.4391014391014392
IS1007d,81,1.4215514215514216
ES2009c,77,1.3513513513513513
TS3005b,77,1.3513513513513513
ES2014d,71,1.246051246051246
IS1006b,70,1.2285012285012284
ES2007c,69,1.2109512109512108
TS3008a,67,1.1758511758511758
TS3007a,67,1.1758511758511758
TS3010c,64,1.1232011232011232
TS3011d,62,1.088101088101088
IS1004c,62,1.088101088101088
TS3009d,61,1.0705510705510706
IS1004d,60,1.053001053001053
TS3006d,59,1.0354510354510353
ES2005b,58,1.017901017901018
ES2015a,56,0.9828009828009828
IS1007b,56,0.9828009828009828
ES2016c,54,0.9477009477009477
IS1005c,54,0.9477009477009477
ES2005c,54,0.9477009477009477
TS3005c,53,0.9301509301509301
ES2015c,52,0.9126009126009126
IS1003a,52,0.9126009126009126
IS1008d,52,0.9126009126009126
ES2014a,50,0.8775008775008775
ES2010d,47,0.8248508248508248
TS3009a,47,0.8248508248508248
ES2012c,46,0.8073008073008073
ES2007d,46,0.8073008073008073
ES2009a,45,0.7897507897507897
ES2005d,44,0.7722007722007722
ES2002d,44,0.7722007722007722
IS1003c,44,0.7722007722007722
TS3004d,43,0.7546507546507547
TS3010d,43,0.7546507546507547
IS1008c,42,0.7371007371007371
TS3005a,41,0.7195507195507196
ES2013c,41,0.7195507195507196
TS3009b,41,0.7195507195507196
TS3003a,41,0.7195507195507196
IS1001a,41,0.7195507195507196
IS1002d,40,0.7020007020007021
TS3006b,39,0.6844506844506845
IS1000a,39,0.6844506844506845
TS3008d,39,0.6844506844506845
ES2015b,37,0.6493506493506493
IS1000d,36,0.6318006318006317
ES2011a,36,0.6318006318006317
ES2004d,36,0.6318006318006317
ES2012b,35,0.6142506142506142
TS3006a,35,0.6142506142506142
IS1009d,35,0.6142506142506142
TS3011b,35,0.6142506142506142
IB4003,33,0.5791505791505791
IS1001b,33,0.5791505791505791
IS1007c,33,0.5791505791505791
ES2007b,33,0.5791505791505791
ES2006c,32,0.5616005616005616
TS3010a,32,0.5616005616005616
IS1007a,32,0.5616005616005616
IS1005b,32,0.5616005616005616
ES2006b,32,0.5616005616005616
TS3004a,31,0.544050544050544
IS1003b,31,0.544050544050544
ES2006a,29,0.508950508950509
ES2014c,29,0.508950508950509
IS1001c,29,0.508950508950509
TS3008b,28,0.4914004914004914
IS1002c,27,0.47385047385047385
ES2009b,27,0.47385047385047385
TS3011c,27,0.47385047385047385
IS1001d,26,0.4563004563004563
IS1008b,26,0.4563004563004563
TS3006c,26,0.4563004563004563
ES2016b,26,0.4563004563004563
TS3011a,25,0.43875043875043873
ES2002a,25,0.43875043875043873
ES2008c,25,0.43875043875043873
IS1009c,25,0.43875043875043873
ES2007a,23,0.40365040365040367
TS3004b,23,0.40365040365040367
TS3012d,23,0.40365040365040367
ES2011b,23,0.40365040365040367
ES2014b,23,0.40365040365040367
IS1009a,23,0.40365040365040367
TS3012a,22,0.3861003861003861
ES2012d,22,0.3861003861003861
ES2010a,21,0.36855036855036855
TS3004c,21,0.36855036855036855
TS3007b,21,0.36855036855036855
ES2010b,21,0.36855036855036855
ES2003d,20,0.35100035100035104
ES2016a,18,0.31590031590031586
ES2008b,17,0.29835029835029836
IS1005a,17,0.29835029835029836
TS3012c,17,0.29835029835029836
IS1004b,17,0.29835029835029836
ES2013b,17,0.29835029835029836
ES2010c,16,0.2808002808002808
ES2002c,16,0.2808002808002808
ES2012a,15,0.26325026325026324
TS3003d,15,0.26325026325026324
IS1000b,14,0.2457002457002457
ES2004c,13,0.22815022815022815
ES2004a,12,0.2106002106002106
ES2013d,12,0.2106002106002106
ES2008a,12,0.2106002106002106
IS1009b,11,0.19305019305019305
TS3003c,11,0.19305019305019305
TS3010b,11,0.19305019305019305
ES2013a,11,0.19305019305019305
ES2003a,9,0.15795015795015793
TS3003b,9,0.15795015795015793
IS1004a,9,0.15795015795015793
ES2003c,9,0.15795015795015793
ES2004b,8,0.1404001404001404
IS1002b,8,0.1404001404001404
IS1000c,7,0.12285012285012285
ES2002b,4,0.0702000702000702
IS1008a,4,0.0702000702000702
ES2003b,2,0.0351000351000351
ES2005a,2,0.0351000351000351
TS3012b,2,0.0351000351000351
